"","Parcel.Number","APN","Date.Sold","KIVA.PIN","Address.Number","Street","Street.Type","Combined.Full.Address","City","State","Longitude","Latitude","Land.Bank"
"1354","K2013-03005","32910080100000000",2014-08-01,51124,"5300","LEWIS","AVE","5300   LEWIS AVE","Kansas City","Missouri",-94.48279596,39.0274106,"Yes"
"1355","K2013-03017","45310020100000000",2014-08-01,52463,"8690","60TH","TER","8690  E 60TH TER","Kansas City","Missouri",-94.48611353,39.01491193,"Yes"
"1356","K2013-03018","45310020201000000",2014-08-01,52480,"8664","61ST","TER","8664  E 61ST TER","Kansas City","Missouri",-94.48738192,39.01422874,"Yes"
"1357","K2013-03021","45330012700000000",2014-08-01,52608,"7922","66TH","ST","7922  E 66TH ST","Kansas City","Missouri",-94.49402961,39.00554744,"Yes"
"1358","K2013-03036","46220050500000000",2014-08-01,198,"4503","59TH","ST","4503  E 59TH ST","Kansas City","Missouri",-94.53348127,39.01828389,"Yes"
"1359","K2013-03037","46220051300000000",2014-08-01,206,"4506","60TH","ST","4506  E 60TH ST","Kansas City","Missouri",-94.53333561,39.01688199,"Yes"
"1360","K2013-03041","46220125200000000",2014-08-01,374,"4264","61ST","ST","4264  E 61ST ST","Kansas City","Missouri",-94.53439706,39.01502058,"Yes"
"1361","K2013-03053","46310033500000000",2014-08-01,621,"3702","61ST","ST","3702  E 61ST ST","Kansas City","Missouri",-94.54314502,39.01583158,"Yes"
"1362","K2013-03054","46310042702000000",2014-08-01,524,"4110","60TH","ST","4110  E 60TH ST","Kansas City","Missouri",-94.53800404,39.01719425,"Yes"
"1363","K2013-03068","46320031600000000",2014-08-01,1014,"5911","AGNES","AVE","5911   AGNES AVE","Kansas City","Missouri",-94.55056801,39.01849768,"Yes"
"1364","K2013-03078","46320101300000000",2014-08-01,1140,"6041","CHESTNUT","AVE","6041   CHESTNUT AVE","Kansas City","Missouri",-94.5533527,39.01606975,"Yes"
"1365","K2013-03082","46320120600000000",2014-08-01,975,"3031","60TH","ST","3031  E 60TH ST","Kansas City","Missouri",-94.54980275,39.0171548,"Yes"
"1366","K2013-03084","46320122500000000",2014-08-01,995,"6033","AGNES","AVE","6033   AGNES AVE","Kansas City","Missouri",-94.5506786,39.01623005,"Yes"
"1367","K2013-03093","46320192600000000",2014-08-01,1167,"6124","AGNES","AVE","6124   AGNES AVE","Kansas City","Missouri",-94.55172831,39.01493271,"Yes"
"1368","K2013-03098","46320201900000000",2014-08-01,1219,"6130","SOUTH BENTON","AVE","6130   SOUTH BENTON AVE","Kansas City","Missouri",-94.55289538,39.01469212,"Yes"
"1369","K2013-03119","46410092000000000",2014-08-01,2262,"6828","MONROE","AVE","6828   MONROE AVE","Kansas City","Missouri",-94.54423258,39.00180582,"Yes"
"1370","K2013-03132","46420021600000000",2014-08-01,2707,"3220","68TH","ST","3220  E 68TH ST","Kansas City","Missouri",-94.54865573,39.00333197,"Yes"
"1371","K2013-03145","46420121000000000",2014-08-01,2946,"6825","SOUTH BENTON","AVE","6825   SOUTH BENTON AVE","Kansas City","Missouri",-94.5528573,39.00235139,"Yes"
"1372","K2013-03146","46420121300000000",2014-08-01,2943,"6835","SOUTH BENTON","AVE","6835   SOUTH BENTON AVE","Kansas City","Missouri",-94.55287292,39.00203933,"Yes"
"1373","K2013-03152","46420170300000000",2014-08-01,3106,"3309","69TH","ST","3309  E 69TH ST","Kansas City","Missouri",-94.54802046,39.00103221,"Yes"
"1374","K2013-03156","46420200600000000",2014-08-01,3301,"6915","AGNES","AVE","6915   AGNES AVE","Kansas City","Missouri",-94.55175279,39.00086624,"Yes"
"1375","K2013-03175","46430142600000000",2014-08-01,3513,"7206","WALROND","AVE","7206   WALROND AVE","Kansas City","Missouri",-94.550359,38.99562951,"Yes"
"1376","K2013-03187","46430262300000000",2014-08-01,3675,"7410","CHESTNUT","AVE","7410   CHESTNUT AVE","Kansas City","Missouri",-94.55522183,38.99207104,"Yes"
"1377","K2013-03191","46440030400000000",2014-08-01,3925,"3827","71ST","TER","3827  E 71ST TER","Kansas City","Missouri",-94.5414471,38.99630962,"Yes"
"1378","K2013-03196","46440080200000000",2014-08-01,4139,"3413","72ND","ST","3413  E 72ND ST","Kansas City","Missouri",-94.54688406,38.99552876,"Yes"
"1379","K2013-03202","46520121400000000",2014-08-01,4528,"7008","SPRUCE","AVE","7008   SPRUCE AVE","Kansas City","Missouri",-94.53729258,38.99862682,"Yes"
"1380","K2013-03212","46920032800000000",2014-08-01,4650,"2920","77TH","TER","2920  E 77TH TER","Kansas City","Missouri",-94.55308493,38.9863099,"Yes"
"1381","K2013-03216","46920120400000000",2014-08-01,4742,"3006","78TH","ST","3006  E 78TH ST","Kansas City","Missouri",-94.55242682,38.98538869,"Yes"
"1382","K2013-03218","46930071102000000",2014-08-01,249791,"7941","MONTGALL","AVE","7941   MONTGALL AVE","Kansas City","Missouri",-94.55622983,38.98208374,"Yes"
"1383","K2013-03220","46930091400000000",2014-08-01,4838,"8036","MONTGALL","AVE","8036   MONTGALL AVE","Kansas City","Missouri",-94.55696159,38.98031914,"Yes"
"1384","K2013-03221","46930101100000000",2014-08-01,4855,"8026","CHESTNUT","AVE","8026   CHESTNUT AVE","Kansas City","Missouri",-94.55578878,38.98068585,"Yes"
"1385","K2013-03227","46930160200000000",2014-08-01,4780,"8001","COLLEGE","AVE","8001   COLLEGE AVE","Kansas City","Missouri",-94.54933675,38.98120693,"Yes"
"1386","K2013-03234","47110077100000000",2014-08-01,104471,"2415","60TH","ST","2415  E 60TH ST","Kansas City","Missouri",-94.55720912,39.01736229,"Yes"
"1387","K2013-03402","48110010400000000",2014-08-01,121905,"8305","WABASH","AVE","8305   WABASH AVE","Kansas City","Missouri",-94.55885399,38.97590829,"Yes"
"1388","K2013-03439","48630027200000000",2014-08-01,150926,"1109","BANNISTER","RD","1109  E BANNISTER RD","Kansas City","Missouri",-94.57668739,38.9548402,"Yes"
"1389","K2013-03497","50930010500000000",2014-08-01,70557,"7700","103RD","TER","7700  E 103RD TER","Kansas City","Missouri",-94.50042823,38.93730675,"Yes"
"1390","K2013-03506","63310152200000000",2014-08-01,71597,"10920","MCKINLEY","ST","10920   MCKINLEY ST","Kansas City","Missouri",-94.48918556,38.92499677,"Yes"
"1391","K2013-03583","65230121200000000",2014-08-01,155387,"11300","WORNALL","RD","11300   WORNALL RD","Kansas City","Missouri",-94.59331773,38.92235511,"Yes"
"1392","K2013-13050","28920060600000000",2014-08-01,24402,"3239","LOCKRIDGE","ST","3239   LOCKRIDGE ST","Kansas City","Missouri",-94.54422821,39.07535537,"Yes"
"1393","K2009-01601","28840210400000000",2014-08-01,23329,"3405","COLORADO","AVE","3405   COLORADO AVE","Kansas City","Missouri",-94.52158923,39.06305427,"Yes"
"1394","K2009-01602","28840210800000000",2014-08-01,23325,"3417","COLORADO","AVE","3417   COLORADO AVE","Kansas City","Missouri",-94.52161007,39.06262737,"Yes"
"1395","K2010-03075","46930310200000000",2014-08-01,5010,"8118","HICKMAN MILLS","DR","8118   HICKMAN MILLS DR","Kansas City","Missouri",-94.55760572,38.97825327,"Yes"
"1396","K2011-01225","28130220900000000",2014-08-01,6579,"6017","15TH","TER","6017  E 15TH TER","Kansas City","Missouri",-94.51160178,39.09271407,"Yes"
"1397","K2011-01369","28340080500000000",2014-08-01,11460,"1309","INDIANA","AVE","1309   INDIANA AVE","Kansas City","Missouri",-94.54195529,39.09680585,"Yes"
"1398","K2011-01371","28340111000000000",2014-08-01,11418,"1321","MONROE","AVE","1321   MONROE AVE","Kansas City","Missouri",-94.53853076,39.09626402,"Yes"
"1399","K2011-01555","28510180500000000",2014-08-01,18072,"2211","OAKLEY","AVE","2211   OAKLEY AVE","Kansas City","Missouri",-94.51719815,39.08456186,"Yes"
"1400","K2011-01782","28840141300000000",2014-08-01,23384,"5120","34TH","ST","5120  E 34TH ST","Kansas City","Missouri",-94.52290314,39.06370691,"Yes"
"1401","K2011-02192","30110130200000000",2014-08-01,133761,"3601","BROOKLYN","AVE","3601   BROOKLYN AVE","Kansas City","Missouri",-94.5575865,39.06084746,"Yes"
"1402","K2011-02225","30120043600000000",2014-08-01,134608,"3620","FLORA","AVE","3620   FLORA AVE","Kansas City","Missouri",-94.56635429,39.06043497,"Yes"
"1403","K2011-02816","31410062100000000",2014-08-01,33987,"4336","MONROE","AVE","4336   MONROE AVE","Kansas City","Missouri",-94.54169391,39.0465391,"Yes"
"1404","K2011-02856","31420122500000000",2014-08-01,34572,"4424","AGNES","AVE","4424   AGNES AVE","Kansas City","Missouri",-94.54983444,39.04535264,"Yes"
"1405","K2011-02864","31420181300000000",2014-08-01,34778,"4529","AGNES","AVE","4529   AGNES AVE","Kansas City","Missouri",-94.54979583,39.04335031,"Yes"
"1406","K2011-02893","31430241900000000",2014-08-01,35035,"5032","SOUTH BENTON","AVE","5032   SOUTH BENTON AVE","Kansas City","Missouri",-94.55156017,39.03423801,"Yes"
"1407","K2011-03191","46430190200000000",2014-08-01,3755,"3117","73RD","ST","3117  E 73RD ST","Kansas City","Missouri",-94.55041725,38.9938641,"Yes"
"1408","K2011-03229","46930091100000000",2014-08-01,4835,"8019","PROSPECT","AVE","8019   PROSPECT AVE","Kansas City","Missouri",-94.55744931,38.98014375,"Yes"
"1409","K2012-01262","28230220400000000",2014-08-01,8740,"1607","LISTER","AVE","1607   LISTER AVE","Kansas City","Missouri",-94.52650955,39.0921119,"Yes"
"1410","K2012-01365","28420380300000000",2014-08-01,15643,"2611","22ND","ST","2611  E 22ND ST","Kansas City","Missouri",-94.55142085,39.08536843,"Yes"
"1411","K2012-01584","28630081900000000",2014-08-01,21201,"5820","27TH","ST","5820  E 27TH ST","Kansas City","Missouri",-94.51462948,39.07613566,"Yes"
"1412","K2012-01616","28810151600000000",2014-08-01,21636,"5610","28TH","TER","5610  E 28TH TER","Kansas City","Missouri",-94.51744236,39.07328224,"Yes"
"1413","K2012-01658","28830042200000000",2014-08-01,22878,"3114","CHELSEA","AVE","3114   CHELSEA AVE","Kansas City","Missouri",-94.52809539,39.06848069,"Yes"
"1414","K2012-01704","28910312800000000",2014-08-01,24080,"3008","MONROE","AVE","3008   MONROE AVE","Kansas City","Missouri",-94.54048271,39.0709256,"Yes"
"1415","K2012-01745","28930142000000000",2014-08-01,25164,"2808","33RD","ST","2808  E 33RD ST","Kansas City","Missouri",-94.55001127,39.06636805,"Yes"
"1416","K2012-02054","29640030900000000",2014-08-01,14111,"2317","PARK","AVE","2317   PARK AVE","Kansas City","Missouri",-94.55530446,39.08383481,"Yes"
"1417","K2012-02106","29710193500000000",2014-08-01,254802,"3037","WOODLAND","AVE","3037   WOODLAND AVE","Kansas City","Missouri",-94.56174326,39.07049477,"Yes"
"1418","K2012-02393","30610052800000000",2014-08-01,137225,"4312","BROOKLYN","AVE","4312   BROOKLYN AVE","Kansas City","Missouri",-94.55896374,39.04786359,"Yes"
"1419","K2012-02412","30620020700000000",2014-08-01,137584,"4311","WAYNE","AVE","4311   WAYNE AVE","Kansas City","Missouri",-94.56525915,39.04816449,"Yes"
"1420","K2012-02491","30640322600000000",2014-08-01,138867,"5020","OLIVE","ST","5020   OLIVE ST","Kansas City","Missouri",-94.55732955,39.03502317,"Yes"
"1421","K2012-02509","30710152800000000",2014-08-01,145295,"5202","WABASH","AVE","5202   WABASH AVE","Kansas City","Missouri",-94.55635385,39.03177102,"Yes"
"1422","K2012-02690","31310131900000000",2014-08-01,27558,"3637","CLEVELAND","AVE","3637   CLEVELAND AVE","Kansas City","Missouri",-94.53928294,39.05881452,"Yes"
"1423","K2012-02700","31310232000000000",2014-08-01,27994,"3738","BALES","AVE","3738   BALES AVE","Kansas City","Missouri",-94.54344755,39.05703331,"Yes"
"1424","K2012-02749","31320270400000000",2014-08-01,29322,"3803","BENTON","BLVD","3803   BENTON BLVD","Kansas City","Missouri",-94.54622287,39.05677238,"Yes"
"1425","K2012-02772","31330051800000000",2014-08-01,29626,"3937","SOUTH BENTON","AVE","3937   SOUTH BENTON AVE","Kansas City","Missouri",-94.54986248,39.05395243,"Yes"
"1426","K2012-02901","31430070600000000",2014-08-01,35030,"2914","49TH","ST","2914  E 49TH ST","Kansas City","Missouri",-94.55044472,39.03743818,"Yes"
"1427","K2012-02912","31430242500000000",2014-08-01,35173,"5008","SOUTH BENTON","AVE","5008   SOUTH BENTON AVE","Kansas City","Missouri",-94.55152438,39.03501305,"Yes"
"1428","K2012-02966","31830044100000000",2014-08-01,37923,"4410","56TH","ST","4410  E 56TH ST","Kansas City","Missouri",-94.5336644,39.02422748,"Yes"
"1429","K2012-03128","46140032600000000",2014-08-01,54832,"6630","67TH","ST","6630  E 67TH ST","Kansas City","Missouri",-94.50842079,39.00382041,"Yes"
"1430","K2012-03185","46330191400000000",2014-08-01,1846,"6664","COLLEGE","AVE","6664   COLLEGE AVE","Kansas City","Missouri",-94.5487295,39.00508728,"Yes"
"1431","K2012-03197","46410052300000000",2014-08-01,2296,"6726","ASKEW","AVE","6726   ASKEW AVE","Kansas City","Missouri",-94.54530032,39.00380792,"Yes"
"1432","K2014-01103","13840302800000000",2015-08-01,44758,"318","OAKLEY","AVE","318   OAKLEY AVE","Kansas City","Missouri",-94.51684228,39.10990069,"Yes"
"1433","K2014-01112","13930262700000000",2015-08-01,41025,"516","MONTGALL","AVE","516   MONTGALL AVE","Kansas City","Missouri",-94.54965601,39.10747743,"Yes"
"1434","K2014-01116","13930291400000000",2015-08-01,41188,"3211","THOMPSON","AVE","3211   THOMPSON AVE","Kansas City","Missouri",-94.54394039,39.10763141,"Yes"
"1435","K2014-01120","13930303100000000",2015-08-01,41324,"3221","ROBERTS","ST","3221   ROBERTS ST","Kansas City","Missouri",-94.54376777,39.10675398,"Yes"
"1436","K2014-01134","13940192000000000",2015-08-01,42296,"430","JACKSON","AVE","430   JACKSON AVE","Kansas City","Missouri",-94.53326418,39.10794246,"Yes"
"1437","K2014-01141","13940290800000000",2015-08-01,42343,"439","MYRTLE","AVE","439   MYRTLE AVE","Kansas City","Missouri",-94.53492915,39.10774449,"Yes"
"1438","K2014-01149","14930102700000000",2015-08-01,46659,"432","TULLIS","AVE","432   TULLIS AVE","Kansas City","Missouri",-94.48810847,39.10821638,"Yes"
"1439","K2014-01154","14940131000000000",2015-08-01,46778,"415","MARSH","AVE","415   MARSH AVE","Kansas City","Missouri",-94.4851191,39.10879452,"Yes"
"1440","K2014-01158","14940172600000000",2015-08-01,46965,"8620","SMART","AVE","8620   SMART AVE","Kansas City","Missouri",-94.48074789,39.1066724,"Yes"
"1441","K2014-01163","27310045000000000",2015-08-01,47107,"800","DITMAN","AVE","800   DITMAN AVE","Kansas City","Missouri",-94.48115852,39.10063962,"Yes"
"1442","K2014-01175","27910100200000000",2015-08-01,47670,"3005","DONNELLY","AVE","3005   DONNELLY AVE","Kansas City","Missouri",-94.48589883,39.06914101,"Yes"
"1443","K2014-01176","27910110500000000",2015-08-01,47688,"3019","MARSH","AVE","3019   MARSH AVE","Kansas City","Missouri",-94.48709175,39.06820357,"Yes"
"1444","K2014-01191","28120021100000000",2015-08-01,5375,"619","FREMONT","AVE","619   FREMONT AVE","Kansas City","Missouri",-94.50709472,39.10371558,"Yes"
"1445","K2014-01207","28130091300000000",2015-08-01,6176,"1311","FREMONT","AVE","1311   FREMONT AVE","Kansas City","Missouri",-94.5075421,39.09518065,"Yes"
"1446","K2014-01215","28130183500000000",2015-08-01,6725,"1516","FREMONT","AVE","1516   FREMONT AVE","Kansas City","Missouri",-94.50822538,39.09315323,"Yes"
"1447","K2014-01222","28130281800000000",2015-08-01,6472,"1615","TOPPING","AVE","1615   TOPPING AVE","Kansas City","Missouri",-94.51457595,39.09157306,"Yes"
"1448","K2014-01225","28130292400000000",2015-08-01,6539,"1640","WHITE","AVE","1640   WHITE AVE","Kansas City","Missouri",-94.51289761,39.09063635,"Yes"
"1449","K2014-01230","28140043200000000",2015-08-01,6917,"1208","WINCHESTER","AVE","1208   WINCHESTER AVE","Kansas City","Missouri",-94.50117896,39.09683372,"Yes"
"1450","K2014-01243","28140220200000000",2015-08-01,7197,"6633","EWING","AVE","6633   EWING AVE","Kansas City","Missouri",-94.50404507,39.09164316,"Yes"
"1451","K2014-01253","28210062600000000",2015-08-01,7465,"5232","8TH","ST","5232  E 8TH ST","Kansas City","Missouri",-94.51971896,39.10268073,"Yes"
"1452","K2014-01258","28210213700000000",2015-08-01,7681,"5619","11TH","ST","5619  E 11TH ST","Kansas City","Missouri",-94.51588929,39.09854309,"Yes"
"1453","K2014-01262","28220061000000000",2015-08-01,7996,"4140","6TH","ST","4140  E 6TH ST","Kansas City","Missouri",-94.53223757,39.10501426,"Yes"
"1454","K2014-01274","28220143200000000",2015-08-01,7952,"4828","8TH","ST","4828  E 8TH ST","Kansas City","Missouri",-94.52434626,39.10285065,"Yes"
"1455","K2014-01279","28220230900000000",2015-08-01,8296,"4415","9TH","ST","4415  E 9TH ST","Kansas City","Missouri",-94.52956611,39.10155467,"Yes"
"1456","K2014-01283","28230011400000000",2015-08-01,8461,"1329","KENSINGTON","AVE","1329   KENSINGTON AVE","Kansas City","Missouri",-94.5304116,39.09580053,"Yes"
"1457","K2014-01284","28230011500000000",2015-08-01,8462,"1331","KENSINGTON","AVE","1331   KENSINGTON AVE","Kansas City","Missouri",-94.53041622,39.09571881,"Yes"
"1458","K2014-01285","28230011600000000",2015-08-01,8463,"1333","KENSINGTON","AVE","1333   KENSINGTON AVE","Kansas City","Missouri",-94.53042238,39.09560946,"Yes"
"1459","K2014-01286","28230013502000000",2015-08-01,8454,"1309","KENSINGTON","AVE","1309   KENSINGTON AVE","Kansas City","Missouri",-94.53037361,39.09647639,"Yes"
"1460","K2014-01299","28230212400000000",2015-08-01,8706,"1616","LISTER","AVE","1616   LISTER AVE","Kansas City","Missouri",-94.52713593,39.0916924,"Yes"
"1461","K2014-01300","28230220900000000",2015-08-01,8745,"1617","LISTER","AVE","1617   LISTER AVE","Kansas City","Missouri",-94.52652808,39.09167247,"Yes"
"1462","K2014-01304","28240020500000000",2015-08-01,8940,"5603","12TH","ST","5603  E 12TH ST","Kansas City","Missouri",-94.51658289,39.0974146,"Yes"
"1463","K2014-01313","28240200300000000",2015-08-01,9290,"1600","DRURY","AVE","1600   DRURY AVE","Kansas City","Missouri",-94.51859179,39.09272504,"Yes"
"1464","K2014-01314","28240203200000000",2015-08-01,9293,"1604","OAKLEY","AVE","1604   OAKLEY AVE","Kansas City","Missouri",-94.51746321,39.09249059,"Yes"
"1465","K2014-01331","28310190100000000",2015-08-01,9600,"4011","8TH","ST","4011  E 8TH ST","Kansas City","Missouri",-94.53459272,39.10266419,"Yes"
"1466","K2014-01333","28310214300000000",2015-08-01,10187,"922","JACKSON","AVE","922   JACKSON AVE","Kansas City","Missouri",-94.53351224,39.10125329,"Yes"
"1467","K2014-01338","28310320500000000",2015-08-01,10047,"4009","10TH","ST","4009  E 10TH ST","Kansas City","Missouri",-94.53538401,39.10042228,"Yes"
"1468","K2014-01340","28320012500000000",2015-08-01,10387,"3222","6TH","ST","3222  E 6TH ST","Kansas City","Missouri",-94.54286972,39.10539252,"Yes"
"1469","K2014-01341","28320013200000000",2015-08-01,10346,"616","INDIANA","AVE","616   INDIANA AVE","Kansas City","Missouri",-94.54209399,39.10523946,"Yes"
"1470","K2014-01366","28410060300000000",2015-08-01,14961,"1821","ASKEW","AVE","1821   ASKEW AVE","Kansas City","Missouri",-94.53997064,39.08962126,"Yes"
"1471","K2014-01369","28410230600000000",2015-08-01,15114,"2105","MONROE","AVE","2105   MONROE AVE","Kansas City","Missouri",-94.53906714,39.08598104,"Yes"
"1472","K2014-01370","28410230700000000",2015-08-01,15115,"2107","MONROE","AVE","2107   MONROE AVE","Kansas City","Missouri",-94.53907215,39.08590189,"Yes"
"1473","K2014-01380","28420252600000000",2015-08-01,15710,"2012","INDIANA","AVE","2012   INDIANA AVE","Kansas City","Missouri",-94.54308754,39.08748371,"Yes"
"1474","K2014-01382","28420280700000000",2015-08-01,15870,"3017","20TH","TER","3017  E 20TH TER","Kansas City","Missouri",-94.54650896,39.08707465,"Yes"
"1475","K2014-01404","28430150100000000",2015-08-01,16041,"2400","COLLEGE","AVE","2400   COLLEGE AVE","Kansas City","Missouri",-94.54473526,39.08274833,"Yes"
"1476","K2014-01406","28430150800000000",2015-08-01,16019,"2411","WALROND","AVE","2411   WALROND AVE","Kansas City","Missouri",-94.54534022,39.08246312,"Yes"
"1477","K2014-01435","28440011800000000",2015-08-01,16975,"2334","JACKSON","AVE","2334   JACKSON AVE","Kansas City","Missouri",-94.53414885,39.08244394,"Yes"
